,family,wavelet,level,record,blocks,k_min,k_max,k_mean
2533,db,db21,4,215,634,63,121,95.73
2534,db,db21,4,217,634,63,121,95.73
2535,db,db21,4,219,634,63,121,95.73
2536,db,db21,4,220,634,63,121,95.73
2537,db,db21,4,221,634,63,121,95.73
2538,db,db21,4,222,634,63,121,95.73
2539,db,db21,4,223,634,63,121,95.73
2540,db,db21,4,228,634,63,121,95.73
2541,db,db21,4,231,634,63,121,95.73
2542,db,db21,4,232,634,63,121,95.73
2543,db,db21,4,233,634,63,121,95.73
2544,db,db22,4,100,634,63,126,96.54
2545,db,db22,4,101,634,63,126,96.54
2546,db,db22,4,102,634,63,126,96.54
2547,db,db22,4,103,634,63,126,96.54
2548,db,db22,4,104,634,63,126,96.54
2549,db,db22,4,105,634,63,126,96.54
2550,db,db22,4,106,634,63,126,96.54
2551,db,db22,4,107,634,63,126,96.54
2552,db,db22,4,108,634,63,126,96.54
2553,db,db22,4,109,634,63,126,96.54
2554,db,db22,4,111,634,63,126,96.54
2555,db,db22,4,112,634,63,126,96.54
2556,db,db22,4,113,634,63,126,96.54
2557,db,db22,4,114,634,63,126,96.54
2558,db,db22,4,115,634,63,126,96.54
2559,db,db22,4,116,634,63,126,96.54
2560,db,db22,4,117,634,63,126,96.54
2561,db,db22,4,118,634,63,126,96.54
2562,db,db22,4,119,634,63,126,96.54
2563,db,db22,4,121,634,63,126,96.54
2564,db,db22,4,122,634,63,126,96.54
2565,db,db22,4,123,634,63,126,96.54
2566,db,db22,4,124,634,63,126,96.54
2567,db,db22,4,200,634,63,126,96.54
2568,db,db22,4,201,634,63,126,96.54
2569,db,db22,4,202,634,63,126,96.54
2570,db,db22,4,203,634,63,126,96.54
2571,db,db22,4,204,634,63,126,96.54
2572,db,db22,4,205,634,63,126,96.54
2573,db,db22,4,206,634,63,126,96.54
2574,db,db22,4,207,634,63,126,96.54
2575,db,db22,4,208,634,63,126,96.54
2576,db,db22,4,209,634,63,126,96.54
2577,db,db22,4,210,634,63,126,96.54
2578,db,db22,4,212,634,63,126,96.54
2579,db,db22,4,213,634,63,126,96.54
2580,db,db22,4,214,634,63,126,96.54
2581,db,db22,4,215,634,63,126,96.54
2582,db,db22,4,217,634,63,126,96.54
2583,db,db22,4,219,634,63,126,96.54
2584,db,db22,4,220,634,63,126,96.54
2585,db,db22,4,221,634,63,126,96.54
2586,db,db22,4,222,634,63,126,96.54
2587,db,db22,4,223,634,63,126,96.54
2588,db,db22,4,228,634,63,126,96.54
2589,db,db22,4,231,634,63,126,96.54
2590,db,db22,4,232,634,63,126,96.54
2591,db,db22,4,233,634,63,126,96.54
2592,db,db23,4,100,634,66,127,97.14
2593,db,db23,4,101,634,66,127,97.14
2594,db,db23,4,102,634,66,127,97.14
2595,db,db23,4,103,634,66,127,97.14
2596,db,db23,4,104,634,66,127,97.14
2597,db,db23,4,105,634,66,127,97.14
2598,db,db23,4,106,634,66,127,97.14
2599,db,db23,4,107,634,66,127,97.14
2600,db,db23,4,108,634,66,127,97.14
2601,db,db23,4,109,634,66,127,97.14
2602,db,db23,4,111,634,66,127,97.14
2603,db,db23,4,112,634,66,127,97.14
2604,db,db23,4,113,634,66,127,97.14
2605,db,db23,4,114,634,66,127,97.14
2606,db,db23,4,115,634,66,127,97.14
2607,db,db23,4,116,634,66,127,97.14
2608,db,db23,4,117,634,66,127,97.14
2609,db,db23,4,118,634,66,127,97.14
2610,db,db23,4,119,634,66,127,97.14
2611,db,db23,4,121,634,66,127,97.14
2612,db,db23,4,122,634,66,127,97.14
2613,db,db23,4,123,634,66,127,97.14
2614,db,db23,4,124,634,66,127,97.14
2615,db,db23,4,200,634,66,127,97.14
2616,db,db23,4,201,634,66,127,97.14
2617,db,db23,4,202,634,66,127,97.14
2618,db,db23,4,203,634,66,127,97.14
2619,db,db23,4,204,634,66,127,97.14
2620,db,db23,4,205,634,66,127,97.14
2621,db,db23,4,206,634,66,127,97.14
2622,db,db23,4,207,634,66,127,97.14
2623,db,db23,4,208,634,66,127,97.14
2624,db,db23,4,209,634,66,127,97.14
2625,db,db23,4,210,634,66,127,97.14
2626,db,db23,4,212,634,66,127,97.14
2627,db,db23,4,213,634,66,127,97.14
2628,db,db23,4,214,634,66,127,97.14
2629,db,db23,4,215,634,66,127,97.14
2630,db,db23,4,217,634,66,127,97.14
2631,db,db23,4,219,634,66,127,97.14
2632,db,db23,4,220,634,66,127,97.14
2633,db,db23,4,221,634,66,127,97.14
2634,db,db23,4,222,634,66,127,97.14
2635,db,db23,4,223,634,66,127,97.14
2636,db,db23,4,228,634,66,127,97.14
2637,db,db23,4,231,634,66,127,97.14
2638,db,db23,4,232,634,66,127,97.14
2639,db,db23,4,233,634,66,127,97.14
2640,db,db24,4,100,634,65,128,98.20
2641,db,db24,4,101,634,65,128,98.20
2642,db,db24,4,102,634,65,128,98.20
2643,db,db24,4,103,634,65,128,98.20
2644,db,db24,4,104,634,65,128,98.20
2645,db,db24,4,105,634,65,128,98.20
2646,db,db24,4,106,634,65,128,98.20
2647,db,db24,4,107,634,65,128,98.20
2648,db,db24,4,108,634,65,128,98.20
2649,db,db24,4,109,634,65,128,98.20
2650,db,db24,4,111,634,65,128,98.20
2651,db,db24,4,112,634,65,128,98.20
2652,db,db24,4,113,634,65,128,98.20
2653,db,db24,4,114,634,65,128,98.20
2654,db,db24,4,115,634,65,128,98.20
2655,db,db24,4,116,634,65,128,98.20
2656,db,db24,4,117,634,65,128,98.20
2657,db,db24,4,118,634,65,128,98.20
2658,db,db24,4,119,634,65,128,98.20
2659,db,db24,4,121,634,65,128,98.20
2660,db,db24,4,122,634,65,128,98.20
2661,db,db24,4,123,634,65,128,98.20
2662,db,db24,4,124,634,65,128,98.20
2663,db,db24,4,200,634,65,128,98.20
2664,db,db24,4,201,634,65,128,98.20
2665,db,db24,4,202,634,65,128,98.20
2666,db,db24,4,203,634,65,128,98.20
2667,db,db24,4,204,634,65,128,98.20
2668,db,db24,4,205,634,65,128,98.20
2669,db,db24,4,206,634,65,128,98.20
2670,db,db24,4,207,634,65,128,98.20
2671,db,db24,4,208,634,65,128,98.20
2672,db,db24,4,209,634,65,128,98.20
2673,db,db24,4,210,634,65,128,98.20
2674,db,db24,4,212,634,65,128,98.20
2675,db,db24,4,213,634,65,128,98.20
2676,db,db24,4,214,634,65,128,98.20
2677,db,db24,4,215,634,65,128,98.20
2678,db,db24,4,217,634,65,128,98.20
2679,db,db24,4,219,634,65,128,98.20
2680,db,db24,4,220,634,65,128,98.20
2681,db,db24,4,221,634,65,128,98.20
2682,db,db24,4,222,634,65,128,98.20
2683,db,db24,4,223,634,65,128,98.20
2684,db,db24,4,228,634,65,128,98.20
2685,db,db24,4,231,634,65,128,98.20
2686,db,db24,4,232,634,65,128,98.20
2687,db,db24,4,233,634,65,128,98.20
2688,db,db25,4,100,634,64,132,98.88
2689,db,db25,4,101,634,64,132,98.88
2690,db,db25,4,102,634,64,132,98.88
2691,db,db25,4,103,634,64,132,98.88
2692,db,db25,4,104,634,64,132,98.88
2693,db,db25,4,105,634,64,132,98.88
2694,db,db25,4,106,634,64,132,98.88
2695,db,db25,4,107,634,64,132,98.88
2696,db,db25,4,108,634,64,132,98.88
2697,db,db25,4,109,634,64,132,98.88
2698,db,db25,4,111,634,64,132,98.88
2699,db,db25,4,112,634,64,132,98.88
2700,db,db25,4,113,634,64,132,98.88
2701,db,db25,4,114,634,64,132,98.88
2702,db,db25,4,115,634,64,132,98.88
2703,db,db25,4,116,634,64,132,98.88
2704,db,db25,4,117,634,64,132,98.88
2705,db,db25,4,118,634,64,132,98.88
2706,db,db25,4,119,634,64,132,98.88
2707,db,db25,4,121,634,64,132,98.88
2708,db,db25,4,122,634,64,132,98.88
2709,db,db25,4,123,634,64,132,98.88
2710,db,db25,4,124,634,64,132,98.88
2711,db,db25,4,200,634,64,132,98.88
2712,db,db25,4,201,634,64,132,98.88
2713,db,db25,4,202,634,64,132,98.88
2714,db,db25,4,203,634,64,132,98.88
2715,db,db25,4,204,634,64,132,98.88
2716,db,db25,4,205,634,64,132,98.88
2717,db,db25,4,206,634,64,132,98.88
2718,db,db25,4,207,634,64,132,98.88
2719,db,db25,4,208,634,64,132,98.88
2720,db,db25,4,209,634,64,132,98.88
2721,db,db25,4,210,634,64,132,98.88
2722,db,db25,4,212,634,64,132,98.88
2723,db,db25,4,213,634,64,132,98.88
2724,db,db25,4,214,634,64,132,98.88
2725,db,db25,4,215,634,64,132,98.88
2726,db,db25,4,217,634,64,132,98.88
2727,db,db25,4,219,634,64,132,98.88
2728,db,db25,4,220,634,64,132,98.88
2729,db,db25,4,221,634,64,132,98.88
2730,db,db25,4,222,634,64,132,98.88
2731,db,db25,4,223,634,64,132,98.88
2732,db,db25,4,228,634,64,132,98.88
2733,db,db25,4,231,634,64,132,98.88
2734,db,db25,4,232,634,64,132,98.88
2735,db,db25,4,233,634,64,132,98.88
2736,db,db26,4,100,634,63,126,99.67
2737,db,db26,4,101,634,63,126,99.67
2738,db,db26,4,102,634,63,126,99.67
2739,db,db26,4,103,634,63,126,99.67
2740,db,db26,4,104,634,63,126,99.67
2741,db,db26,4,105,634,63,126,99.67
2742,db,db26,4,106,634,63,126,99.67
2743,db,db26,4,107,634,63,126,99.67
2744,db,db26,4,108,634,63,126,99.67
2745,db,db26,4,109,634,63,126,99.67
2746,db,db26,4,111,634,63,126,99.67
2747,db,db26,4,112,634,63,126,99.67
2748,db,db26,4,113,634,63,126,99.67
2749,db,db26,4,114,634,63,126,99.67
2750,db,db26,4,115,634,63,126,99.67
2751,db,db26,4,116,634,63,126,99.67
2752,db,db26,4,117,634,63,126,99.67
2753,db,db26,4,118,634,63,126,99.67
2754,db,db26,4,119,634,63,126,99.67
2755,db,db26,4,121,634,63,126,99.67
2756,db,db26,4,122,634,63,126,99.67
2757,db,db26,4,123,634,63,126,99.67
2758,db,db26,4,124,634,63,126,99.67
2759,db,db26,4,200,634,63,126,99.67
2760,db,db26,4,201,634,63,126,99.67
2761,db,db26,4,202,634,63,126,99.67
2762,db,db26,4,203,634,63,126,99.67
2763,db,db26,4,204,634,63,126,99.67
2764,db,db26,4,205,634,63,126,99.67
2765,db,db26,4,206,634,63,126,99.67
2766,db,db26,4,207,634,63,126,99.67
2767,db,db26,4,208,634,63,126,99.67
2768,db,db26,4,209,634,63,126,99.67
2769,db,db26,4,210,634,63,126,99.67
2770,db,db26,4,212,634,63,126,99.67
2771,db,db26,4,213,634,63,126,99.67
2772,db,db26,4,214,634,63,126,99.67
2773,db,db26,4,215,634,63,126,99.67
2774,db,db26,4,217,634,63,126,99.67
2775,db,db26,4,219,634,63,126,99.67
2776,db,db26,4,220,634,63,126,99.67
2777,db,db26,4,221,634,63,126,99.67
2778,db,db26,4,222,634,63,126,99.67
2779,db,db26,4,223,634,63,126,99.67
2780,db,db26,4,228,634,63,126,99.67
2781,db,db26,4,231,634,63,126,99.67
2782,db,db26,4,232,634,63,126,99.67
2783,db,db26,4,233,634,63,126,99.67
2784,db,db27,4,100,634,67,135,100.45
2785,db,db27,4,101,634,67,135,100.45
2786,db,db27,4,102,634,67,135,100.45
2787,db,db27,4,103,634,67,135,100.45
2788,db,db27,4,104,634,67,135,100.45
2789,db,db27,4,105,634,67,135,100.45
2790,db,db27,4,106,634,67,135,100.45
2791,db,db27,4,107,634,67,135,100.45
2792,db,db27,4,108,634,67,135,100.45
2793,db,db27,4,109,634,67,135,100.45
2794,db,db27,4,111,634,67,135,100.45
2795,db,db27,4,112,634,67,135,100.45
2796,db,db27,4,113,634,67,135,100.45
2797,db,db27,4,114,634,67,135,100.45
2798,db,db27,4,115,634,67,135,100.45
2799,db,db27,4,116,634,67,135,100.45
2800,db,db27,4,117,634,67,135,100.45
2801,db,db27,4,118,634,67,135,100.45
2802,db,db27,4,119,634,67,135,100.45
2803,db,db27,4,121,634,67,135,100.45
2804,db,db27,4,122,634,67,135,100.45
2805,db,db27,4,123,634,67,135,100.45
2806,db,db27,4,124,634,67,135,100.45
2807,db,db27,4,200,634,67,135,100.45
2808,db,db27,4,201,634,67,135,100.45
2809,db,db27,4,202,634,67,135,100.45
2810,db,db27,4,203,634,67,135,100.45
2811,db,db27,4,204,634,67,135,100.45
2812,db,db27,4,205,634,67,135,100.45
2813,db,db27,4,206,634,67,135,100.45
2814,db,db27,4,207,634,67,135,100.45
2815,db,db27,4,208,634,67,135,100.45
2816,db,db27,4,209,634,67,135,100.45
2817,db,db27,4,210,634,67,135,100.45
2818,db,db27,4,212,634,67,135,100.45
2819,db,db27,4,213,634,67,135,100.45
2820,db,db27,4,214,634,67,135,100.45
2821,db,db27,4,215,634,67,135,100.45
2822,db,db27,4,217,634,67,135,100.45
2823,db,db27,4,219,634,67,135,100.45
2824,db,db27,4,220,634,67,135,100.45
2825,db,db27,4,221,634,67,135,100.45
2826,db,db27,4,222,634,67,135,100.45
2827,db,db27,4,223,634,67,135,100.45
2828,db,db27,4,228,634,67,135,100.45
2829,db,db27,4,231,634,67,135,100.45
2830,db,db27,4,232,634,67,135,100.45
2831,db,db27,4,233,634,67,135,100.45
2832,db,db28,4,100,634,65,130,101.31
2833,db,db28,4,101,634,65,130,101.31
2834,db,db28,4,102,634,65,130,101.31
2835,db,db28,4,103,634,65,130,101.31
2836,db,db28,4,104,634,65,130,101.31
2837,db,db28,4,105,634,65,130,101.31
2838,db,db28,4,106,634,65,130,101.31
2839,db,db28,4,107,634,65,130,101.31
2840,db,db28,4,108,634,65,130,101.31
2841,db,db28,4,109,634,65,130,101.31
2842,db,db28,4,111,634,65,130,101.31
2843,db,db28,4,112,634,65,130,101.31
2844,db,db28,4,113,634,65,130,101.31
2845,db,db28,4,114,634,65,130,101.31
2846,db,db28,4,115,634,65,130,101.31
2847,db,db28,4,116,634,65,130,101.31
2848,db,db28,4,117,634,65,130,101.31
2849,db,db28,4,118,634,65,130,101.31
2850,db,db28,4,119,634,65,130,101.31
2851,db,db28,4,121,634,65,130,101.31
2852,db,db28,4,122,634,65,130,101.31
2853,db,db28,4,123,634,65,130,101.31
2854,db,db28,4,124,634,65,130,101.31
2855,db,db28,4,200,634,65,130,101.31
2856,db,db28,4,201,634,65,130,101.31
2857,db,db28,4,202,634,65,130,101.31
2858,db,db28,4,203,634,65,130,101.31
2859,db,db28,4,204,634,65,130,101.31
2860,db,db28,4,205,634,65,130,101.31
2861,db,db28,4,206,634,65,130,101.31
2862,db,db28,4,207,634,65,130,101.31
2863,db,db28,4,208,634,65,130,101.31
2864,db,db28,4,209,634,65,130,101.31
2865,db,db28,4,210,634,65,130,101.31
2866,db,db28,4,212,634,65,130,101.31
2867,db,db28,4,213,634,65,130,101.31
2868,db,db28,4,214,634,65,130,101.31
2869,db,db28,4,215,634,65,130,101.31
2870,db,db28,4,217,634,65,130,101.31
2871,db,db28,4,219,634,65,130,101.31
2872,db,db28,4,220,634,65,130,101.31
2873,db,db28,4,221,634,65,130,101.31
2874,db,db28,4,222,634,65,130,101.31
2875,db,db28,4,223,634,65,130,101.31
2876,db,db28,4,228,634,65,130,101.31
2877,db,db28,4,231,634,65,130,101.31
2878,db,db28,4,232,634,65,130,101.31
2879,db,db28,4,233,634,65,130,101.31
2880,db,db29,4,100,634,65,136,102.06
2881,db,db29,4,101,634,65,136,102.06
2882,db,db29,4,102,634,65,136,102.06
2883,db,db29,4,103,634,65,136,102.06
2884,db,db29,4,104,634,65,136,102.06
2885,db,db29,4,105,634,65,136,102.06
2886,db,db29,4,106,634,65,136,102.06
2887,db,db29,4,107,634,65,136,102.06
2888,db,db29,4,108,634,65,136,102.06
2889,db,db29,4,109,634,65,136,102.06
2890,db,db29,4,111,634,65,136,102.06
2891,db,db29,4,112,634,65,136,102.06
2892,db,db29,4,113,634,65,136,102.06
2893,db,db29,4,114,634,65,136,102.06
2894,db,db29,4,115,634,65,136,102.06
2895,db,db29,4,116,634,65,136,102.06
2896,db,db29,4,117,634,65,136,102.06
2897,db,db29,4,118,634,65,136,102.06
2898,db,db29,4,119,634,65,136,102.06
2899,db,db29,4,121,634,65,136,102.06
2900,db,db29,4,122,634,65,136,102.06
2901,db,db29,4,123,634,65,136,102.06
2902,db,db29,4,124,634,65,136,102.06
2903,db,db29,4,200,634,65,136,102.06
2904,db,db29,4,201,634,65,136,102.06
2905,db,db29,4,202,634,65,136,102.06
2906,db,db29,4,203,634,65,136,102.06
2907,db,db29,4,204,634,65,136,102.06
2908,db,db29,4,205,634,65,136,102.06
2909,db,db29,4,206,634,65,136,102.06
2910,db,db29,4,207,634,65,136,102.06
2911,db,db29,4,208,634,65,136,102.06
2912,db,db29,4,209,634,65,136,102.06
2913,db,db29,4,210,634,65,136,102.06
2914,db,db29,4,212,634,65,136,102.06
2915,db,db29,4,213,634,65,136,102.06
2916,db,db29,4,214,634,65,136,102.06
2917,db,db29,4,215,634,65,136,102.06
2918,db,db29,4,217,634,65,136,102.06
2919,db,db29,4,219,634,65,136,102.06
2920,db,db29,4,220,634,65,136,102.06
2921,db,db29,4,221,634,65,136,102.06
2922,db,db29,4,222,634,65,136,102.06
2923,db,db29,4,223,634,65,136,102.06
2924,db,db29,4,228,634,65,136,102.06
2925,db,db29,4,231,634,65,136,102.06
2926,db,db29,4,232,634,65,136,102.06
2927,db,db29,4,233,634,65,136,102.06
2928,db,db30,4,100,634,65,135,102.83
2929,db,db30,4,101,634,65,135,102.83
2930,db,db30,4,102,634,65,135,102.83
2931,db,db30,4,103,634,65,135,102.83
2932,db,db30,4,104,634,65,135,102.83
2933,db,db30,4,105,634,65,135,102.83
2934,db,db30,4,106,634,65,135,102.83
2935,db,db30,4,107,634,65,135,102.83
2936,db,db30,4,108,634,65,135,102.83
2937,db,db30,4,109,634,65,135,102.83
2938,db,db30,4,111,634,65,135,102.83
2939,db,db30,4,112,634,65,135,102.83
2940,db,db30,4,113,634,65,135,102.83
2941,db,db30,4,114,634,65,135,102.83
2942,db,db30,4,115,634,65,135,102.83
2943,db,db30,4,116,634,65,135,102.83
2944,db,db30,4,117,634,65,135,102.83
2945,db,db30,4,118,634,65,135,102.83
2946,db,db30,4,119,634,65,135,102.83
2947,db,db30,4,121,634,65,135,102.83
2948,db,db30,4,122,634,65,135,102.83
2949,db,db30,4,123,634,65,135,102.83
2950,db,db30,4,124,634,65,135,102.83
2951,db,db30,4,200,634,65,135,102.83
2952,db,db30,4,201,634,65,135,102.83
2953,db,db30,4,202,634,65,135,102.83
2954,db,db30,4,203,634,65,135,102.83
2955,db,db30,4,204,634,65,135,102.83
2956,db,db30,4,205,634,65,135,102.83
2957,db,db30,4,206,634,65,135,102.83
2958,db,db30,4,207,634,65,135,102.83
2959,db,db30,4,208,634,65,135,102.83
2960,db,db30,4,209,634,65,135,102.83
2961,db,db30,4,210,634,65,135,102.83
2962,db,db30,4,212,634,65,135,102.83
2963,db,db30,4,213,634,65,135,102.83
2964,db,db30,4,214,634,65,135,102.83
2965,db,db30,4,215,634,65,135,102.83
2966,db,db30,4,217,634,65,135,102.83
2967,db,db30,4,219,634,65,135,102.83
2968,db,db30,4,220,634,65,135,102.83
2969,db,db30,4,221,634,65,135,102.83
2970,db,db30,4,222,634,65,135,102.83
2971,db,db30,4,223,634,65,135,102.83
2972,db,db30,4,228,634,65,135,102.83
2973,db,db30,4,231,634,65,135,102.83
2974,db,db30,4,232,634,65,135,102.83
2975,db,db30,4,233,634,65,135,102.83
2976,db,db31,4,100,634,66,136,103.59
2977,db,db31,4,101,634,66,136,103.59
2978,db,db31,4,102,634,66,136,103.59
2979,db,db31,4,103,634,66,136,103.59
2980,db,db31,4,104,634,66,136,103.59
2981,db,db31,4,105,634,66,136,103.59
2982,db,db31,4,106,634,66,136,103.59
2983,db,db31,4,107,634,66,136,103.59
2984,db,db31,4,108,634,66,136,103.59
2985,db,db31,4,109,634,66,136,103.59
2986,db,db31,4,111,634,66,136,103.59
2987,db,db31,4,112,634,66,136,103.59
2988,db,db31,4,113,634,66,136,103.59
2989,db,db31,4,114,634,66,136,103.59
2990,db,db31,4,115,634,66,136,103.59
2991,db,db31,4,116,634,66,136,103.59
2992,db,db31,4,117,634,66,136,103.59
2993,db,db31,4,118,634,66,136,103.59
2994,db,db31,4,119,634,66,136,103.59
2995,db,db31,4,121,634,66,136,103.59
2996,db,db31,4,122,634,66,136,103.59
2997,db,db31,4,123,634,66,136,103.59
2998,db,db31,4,124,634,66,136,103.59
2999,db,db31,4,200,634,66,136,103.59
3000,db,db31,4,201,634,66,136,103.59
3001,db,db31,4,202,634,66,136,103.59
3002,db,db31,4,203,634,66,136,103.59
3003,db,db31,4,204,634,66,136,103.59
3004,db,db31,4,205,634,66,136,103.59
3005,db,db31,4,206,634,66,136,103.59
3006,db,db31,4,207,634,66,136,103.59
3007,db,db31,4,208,634,66,136,103.59
3008,db,db31,4,209,634,66,136,103.59
3009,db,db31,4,210,634,66,136,103.59
3010,db,db31,4,212,634,66,136,103.59
3011,db,db31,4,213,634,66,136,103.59
3012,db,db31,4,214,634,66,136,103.59
3013,db,db31,4,215,634,66,136,103.59
3014,db,db31,4,217,634,66,136,103.59
3015,db,db31,4,219,634,66,136,103.59
3016,db,db31,4,220,634,66,136,103.59
3017,db,db31,4,221,634,66,136,103.59
3018,db,db31,4,222,634,66,136,103.59
3019,db,db31,4,223,634,66,136,103.59
3020,db,db31,4,228,634,66,136,103.59
3021,db,db31,4,231,634,66,136,103.59
3022,db,db31,4,232,634,66,136,103.59
3023,db,db31,4,233,634,66,136,103.59
3024,db,db32,4,100,634,64,142,104.47
3025,db,db32,4,101,634,64,142,104.47
3026,db,db32,4,102,634,64,142,104.47
3027,db,db32,4,103,634,64,142,104.47
3028,db,db32,4,104,634,64,142,104.47
3029,db,db32,4,105,634,64,142,104.47
3030,db,db32,4,106,634,64,142,104.47
3031,db,db32,4,107,634,64,142,104.47
3032,db,db32,4,108,634,64,142,104.47
3033,db,db32,4,109,634,64,142,104.47
3034,db,db32,4,111,634,64,142,104.47
3035,db,db32,4,112,634,64,142,104.47
3036,db,db32,4,113,634,64,142,104.47
3037,db,db32,4,114,634,64,142,104.47
3038,db,db32,4,115,634,64,142,104.47
3039,db,db32,4,116,634,64,142,104.47
3040,db,db32,4,117,634,64,142,104.47
3041,db,db32,4,118,634,64,142,104.47
3042,db,db32,4,119,634,64,142,104.47
3043,db,db32,4,121,634,64,142,104.47
3044,db,db32,4,122,634,64,142,104.47
3045,db,db32,4,123,634,64,142,104.47
3046,db,db32,4,124,634,64,142,104.47
3047,db,db32,4,200,634,64,142,104.47
3048,db,db32,4,201,634,64,142,104.47
3049,db,db32,4,202,634,64,142,104.47
3050,db,db32,4,203,634,64,142,104.47
3051,db,db32,4,204,634,64,142,104.47
3052,db,db32,4,205,634,64,142,104.47
3053,db,db32,4,206,634,64,142,104.47
3054,db,db32,4,207,634,64,142,104.47
3055,db,db32,4,208,634,64,142,104.47
3056,db,db32,4,209,634,64,142,104.47
3057,db,db32,4,210,634,64,142,104.47
3058,db,db32,4,212,634,64,142,104.47
3059,db,db32,4,213,634,64,142,104.47
3060,db,db32,4,214,634,64,142,104.47
3061,db,db32,4,215,634,64,142,104.47
3062,db,db32,4,217,634,64,142,104.47
3063,db,db32,4,219,634,64,142,104.47
3064,db,db32,4,220,634,64,142,104.47
3065,db,db32,4,221,634,64,142,104.47
3066,db,db32,4,222,634,64,142,104.47
3067,db,db32,4,223,634,64,142,104.47
3068,db,db32,4,228,634,64,142,104.47
3069,db,db32,4,231,634,64,142,104.47
3070,db,db32,4,232,634,64,142,104.47
3071,db,db32,4,233,634,64,142,104.47
3072,db,db33,3,100,634,118,167,144.99
3073,db,db33,3,101,634,118,167,144.99
3074,db,db33,3,102,634,118,167,144.99
3075,db,db33,3,103,634,118,167,144.99
3076,db,db33,3,104,634,118,167,144.99
3077,db,db33,3,105,634,118,167,144.99
3078,db,db33,3,106,634,118,167,144.99
3079,db,db33,3,107,634,118,167,144.99
3080,db,db33,3,108,634,118,167,144.99
3081,db,db33,3,109,634,118,167,144.99
3082,db,db33,3,111,634,118,167,144.99
3083,db,db33,3,112,634,118,167,144.99
3084,db,db33,3,113,634,118,167,144.99
3085,db,db33,3,114,634,118,167,144.99
3086,db,db33,3,115,634,118,167,144.99
3087,db,db33,3,116,634,118,167,144.99
3088,db,db33,3,117,634,118,167,144.99
3089,db,db33,3,118,634,118,167,144.99
3090,db,db33,3,119,634,118,167,144.99
3091,db,db33,3,121,634,118,167,144.99
3092,db,db33,3,122,634,118,167,144.99
3093,db,db33,3,123,634,118,167,144.99
3094,db,db33,3,124,634,118,167,144.99
3095,db,db33,3,200,634,118,167,144.99
3096,db,db33,3,201,634,118,167,144.99
3097,db,db33,3,202,634,118,167,144.99
3098,db,db33,3,203,634,118,167,144.99
3099,db,db33,3,204,634,118,167,144.99
3100,db,db33,3,205,634,118,167,144.99
3101,db,db33,3,206,634,118,167,144.99
3102,db,db33,3,207,634,118,167,144.99
3103,db,db33,3,208,634,118,167,144.99
3104,db,db33,3,209,634,118,167,144.99
3105,db,db33,3,210,634,118,167,144.99
3106,db,db33,3,212,634,118,167,144.99
3107,db,db33,3,213,634,118,167,144.99
3108,db,db33,3,214,634,118,167,144.99
3109,db,db33,3,215,634,118,167,144.99
3110,db,db33,3,217,634,118,167,144.99
3111,db,db33,3,219,634,118,167,144.99
3112,db,db33,3,220,634,118,167,144.99
3113,db,db33,3,221,634,118,167,144.99
3114,db,db33,3,222,634,118,167,144.99
3115,db,db33,3,223,634,118,167,144.99
3116,db,db33,3,228,634,118,167,144.99
3117,db,db33,3,231,634,118,167,144.99
3118,db,db33,3,232,634,118,167,144.99
3119,db,db33,3,233,634,118,167,144.99
3120,db,db34,3,100,634,117,168,145.16
3121,db,db34,3,101,634,117,168,145.16
3122,db,db34,3,102,634,117,168,145.16
3123,db,db34,3,103,634,117,168,145.16
3124,db,db34,3,104,634,117,168,145.16
3125,db,db34,3,105,634,117,168,145.16
3126,db,db34,3,106,634,117,168,145.16
3127,db,db34,3,107,634,117,168,145.16
3128,db,db34,3,108,634,117,168,145.16
3129,db,db34,3,109,634,117,168,145.16
3130,db,db34,3,111,634,117,168,145.16
3131,db,db34,3,112,634,117,168,145.16
3132,db,db34,3,113,634,117,168,145.16
3133,db,db34,3,114,634,117,168,145.16
3134,db,db34,3,115,634,117,168,145.16
3135,db,db34,3,116,634,117,168,145.16
3136,db,db34,3,117,634,117,168,145.16
3137,db,db34,3,118,634,117,168,145.16
3138,db,db34,3,119,634,117,168,145.16
3139,db,db34,3,121,634,117,168,145.16
3140,db,db34,3,122,634,117,168,145.16
3141,db,db34,3,123,634,117,168,145.16
3142,db,db34,3,124,634,117,168,145.16
3143,db,db34,3,200,634,117,168,145.16
3144,db,db34,3,201,634,117,168,145.16
3145,db,db34,3,202,634,117,168,145.16
3146,db,db34,3,203,634,117,168,145.16
3147,db,db34,3,204,634,117,168,145.16
3148,db,db34,3,205,634,117,168,145.16
3149,db,db34,3,206,634,117,168,145.16
3150,db,db34,3,207,634,117,168,145.16
3151,db,db34,3,208,634,117,168,145.16
3152,db,db34,3,209,634,117,168,145.16
3153,db,db34,3,210,634,117,168,145.16
3154,db,db34,3,212,634,117,168,145.16
3155,db,db34,3,213,634,117,168,145.16
3156,db,db34,3,214,634,117,168,145.16
3157,db,db34,3,215,634,117,168,145.16
3158,db,db34,3,217,634,117,168,145.16
3159,db,db34,3,219,634,117,168,145.16
3160,db,db34,3,220,634,117,168,145.16
3161,db,db34,3,221,634,117,168,145.16
3162,db,db34,3,222,634,117,168,145.16
3163,db,db34,3,223,634,117,168,145.16
3164,db,db34,3,228,634,117,168,145.16
3165,db,db34,3,231,634,117,168,145.16
3166,db,db34,3,232,634,117,168,145.16
3167,db,db34,3,233,634,117,168,145.16
