,record,m,n,d,q,b,w,s,q_mean,q_std,u_bits,c_bits,bpm,bps,cr,pss,snr,prd,nmse,rtime,y_min,y_max,y_range,y_iqr,y_mean,y_std,y_median,y_mad,y_skew,y_kurtosis,y_jbera,y_jb_pval
21,123,128,512,4,8,32,1269,649728,-10,3,7147008,564640,3.4761623325453113,0.8690405831363278,12.6576367242845,92.09963106239702,32.206066044727805,2.4529951964987475,0.0006017185434046023,202.64331659998606,-7944.0,163.0,8107.0,886.0,-2548.4397655634357,671.8972353723609,-2529.5,530.8345800440229,-0.19234046391428405,3.6942360266854406,4263.454745021187,0.0
22,124,128,512,4,8,32,1269,649728,-11,4,7147008,653760,4.024822695035461,1.0062056737588652,10.93215859030837,90.85267569310122,30.88513510530708,2.8559016327185005,0.0008156174135764492,207.90314450003098,-10323.0,5102.0,15425.0,1217.25,-2586.1552157210403,1060.5572370867508,-2558.0,784.4702755256981,-0.08599746793089237,5.99063247061563,60732.409984753576,0.0
23,200,128,512,4,8,32,1269,649728,-2,2,7147008,452992,2.7888100866824272,0.6972025216706068,15.77733823113874,93.66179525753994,33.6988194426736,2.0656608945127974,0.0004266954931119319,201.94890680000572,-3439.0,5548.0,8987.0,480.0,-337.60160559495665,412.6605404624227,-320.0,306.6059601151738,0.10947293002823621,9.615188451501893,296496.9806847026,0.0
24,201,128,512,4,8,32,1269,649728,-2,1,7147008,352608,2.17080378250591,0.5427009456264775,20.268989926490608,95.0663550397593,34.40980588510262,1.9033107728677656,0.0003622591898114443,198.29075770000964,-5968.0,7004.0,12972.0,305.0,-511.89270587076436,309.4648177815833,-509.0,194.78292144680407,1.552043329726331,81.2365488312943,41491852.930077374,0.0
25,202,128,512,4,8,32,1269,649728,-3,2,7147008,450112,2.7710795902285263,0.6927698975571316,15.87828807052467,93.70209184038971,33.7647228478244,2.0500471872667285,0.00042026934700202187,198.85374019997926,-10176.0,5144.0,15320.0,464.0,-541.5627462568951,436.98794811545054,-541.0,298.151164192325,-1.116736862972256,41.63995243019348,10138696.33658813,0.0
26,203,128,512,4,8,32,1269,649728,-3,3,7147008,578464,3.561268715524035,0.8903171788810087,12.355147424904574,91.90620746471811,29.8603417811971,3.213534086753157,0.0010326801326724505,201.94885309999336,-8681.0,9153.0,17834.0,804.0,-542.1530486603625,836.3514465082218,-534.5,561.9981055698468,0.06574273161145028,14.64583741952694,918030.5897137002,0.0
27,205,128,512,4,8,32,1269,649728,-4,1,7147008,411712,2.5346729708431837,0.6336682427107959,17.359241411472098,94.23937961172004,33.58229586557201,2.093559010487717,0.0004382989330394407,198.49156420000872,-3206.0,771.0,3977.0,432.0,-978.2307673364854,333.5476925997986,-968.0,261.12208464594556,-0.21495094435668122,3.671681685995682,4304.257962825882,0.0
28,207,128,512,4,8,32,1269,649728,-3,2,7147008,494624,3.0451142631993697,0.7612785657998424,14.449375687390827,93.07928576545598,32.01547186414361,2.5074160807874017,0.0006287135402191135,199.31748020000032,-8782.0,5207.0,13989.0,583.0,-547.0177551221434,586.1458890702572,-519.0,394.6494383443121,-1.0213722991614649,18.39217768684154,1631710.2461115113,0.0
29,208,128,512,4,8,32,1269,649728,-3,3,7147008,558144,3.4361702127659575,0.8590425531914894,12.804953560371517,92.19052224371373,30.435951155253782,3.0074778831136326,0.0009044923217417646,200.69966449997537,-6812.0,10155.0,16967.0,670.0,-529.2880959416864,741.7104645003765,-526.0,481.59256084726775,0.6351926853514134,17.948759310252157,1523336.5934754447,0.0
30,209,128,512,4,8,32,1269,649728,-3,2,7147008,464320,2.8585500394011034,0.7146375098502759,15.392419021364576,93.5032953649975,32.80945404501225,2.2883755437937756,0.0005236662629433539,210.40745810001135,-3668.0,1690.0,5358.0,513.0,-527.2061416469661,419.8524408373545,-505.0,321.38627214749954,-0.3498466083010303,4.27826912655658,14372.13602758076,0.0
31,210,128,512,4,8,32,1269,649728,-2,1,7147008,421024,2.592001576044129,0.6480003940110323,16.97529832028578,94.10908732717243,32.90269847335264,2.2639408525187563,0.000512542818370353,201.73168129998976,-3386.0,6474.0,9860.0,410.0,-501.77223699763596,376.2753350447681,-496.0,266.3342426554904,0.8459385386803376,20.106079336321912,1999811.3357312041,0.0
32,212,128,512,4,8,32,1269,649728,-2,2,7147008,489184,3.0116233254531126,0.7529058313632782,14.610060836004449,93.15540153306111,31.695540764616183,2.601494797760557,0.0006767775182775225,202.98596609999368,-5673.0,3352.0,9025.0,587.0,-499.44909869976357,507.4915113251331,-482.0,375.9197660132558,-0.3778919693706632,6.947509190156632,109330.5303239371,0.0
33,213,128,512,4,8,32,1269,649728,-3,3,7147008,620960,3.8228920409771474,0.9557230102442869,11.509610925019325,91.31160899777922,28.993240895129965,3.550896020755302,0.0012608862550216367,202.04657909999696,-6057.0,3456.0,9513.0,1134.0,-706.9038120567376,877.5458727839398,-694.0,688.4115580748442,-0.07188709267823419,3.410944179750361,1282.8482433423098,2.710462471938623e-279
34,214,128,512,4,8,32,1269,649728,-3,2,7147008,488992,3.010441292356186,0.7526103230890465,14.615797395458413,93.15808797191777,33.86884312093746,2.0256193823686934,0.0004103133882227668,208.67485379997197,-2971.0,1983.0,4954.0,604.0,-515.6279058313633,482.0455876371974,-528.0,374.2641446205788,0.16776184870425773,3.6567444081518152,3681.0432504840783,0.0
35,215,128,512,4,8,32,1269,649728,-2,1,7147008,406464,2.5023640661938535,0.6255910165484634,17.583372697213036,94.31280894046851,31.954740887310972,2.525009146526796,0.0006375671190043906,202.21968160002143,-2342.0,1635.0,3977.0,411.0,-486.06589834515364,319.66003787554047,-475.0,250.00584924528724,-0.1355265311184224,3.624737470705415,3138.772821554074,0.0
36,217,128,512,4,8,32,1269,649728,-3,3,7147008,575392,3.5423561859732073,0.8855890464933018,12.421111172904732,91.94919048642453,30.981589774518067,2.824362985703642,0.000797702627501297,196.98815999999897,-8481.0,8490.0,16971.0,880.0,-528.4169868006304,751.451276213891,-492.0,556.2120525494774,-0.054577123409018206,9.70657727372893,304492.9519829523,0.0
37,219,128,512,4,8,32,1269,649728,-8,5,7147008,688064,4.236012608353034,1.0590031520882586,10.387126778904287,90.37269861737947,31.957469120852608,2.5242161669748833,0.0006371667257617287,193.25542080000832,-7913.0,5119.0,13032.0,1363.0,-1877.5379481875493,1170.7586725855622,-1865.0,882.8898660185115,0.036006969156596486,4.270562581961076,10960.879428514896,0.0
38,220,128,512,4,8,32,1269,649728,-7,2,7147008,493696,3.0394011032308903,0.7598502758077226,14.476536168006222,93.09227021992979,32.16192621295991,2.465492520446802,0.0006078653368379207,192.44068479998623,-5202.0,382.0,5584.0,672.0,-1729.5312746256895,502.9560711998851,-1719.0,399.53142472722743,-0.12005580317338867,3.212805521315645,696.6963864040458,5.179667852476554e-152
39,221,128,512,4,8,32,1269,649728,-3,1,7147008,442560,2.724586288416076,0.681146572104019,16.149240780911065,93.80775843541801,33.51771422196304,2.109183129373067,0.00044486534732320645,189.36378380000315,-2327.0,1720.0,4047.0,456.0,-524.7548020094563,355.3623853483309,-521.0,277.8912764100656,-0.0197533973662906,3.526837584000232,1889.0748658118112,0.0
40,222,128,512,4,8,32,1269,649728,-2,1,7147008,438176,2.697596532702916,0.674399133175729,16.310815745271306,93.86909878931155,33.98514076843415,1.998678595905789,0.00039947161297319676,198.25863379997827,-3967.0,1552.0,5519.0,453.0,-500.88716509062255,365.7353704178232,-478.0,281.33974004534326,-0.46708445577535485,4.803348491094814,27916.22228762358,0.0
41,223,128,512,4,8,32,1269,649728,-7,2,7147008,525792,3.236997635933806,0.8092494089834515,13.592842797151725,92.64318719105952,31.702012426405346,2.599557204183511,0.0006757697657822494,189.0332779999826,-7288.0,2353.0,9641.0,745.0,-1636.7468479117415,605.8017239159087,-1622.0,460.474449704651,-0.3585686331808089,5.851610453304411,58515.9116689989,0.0
42,228,128,512,4,8,32,1269,649728,-2,3,7147008,532288,3.27698975571316,0.81924743892829,13.426956835397378,92.55229600974282,32.56137104043467,2.354677576090765,0.0005544506487344766,192.73761300003025,-8464.0,5583.0,14047.0,514.0,-443.0918291962175,638.2301842982718,-432.0,386.35797303214946,-0.881184053806841,23.091242318675892,2752978.4762343676,0.0
43,230,128,512,4,8,32,1269,649728,-3,2,7147008,469440,2.8900709219858154,0.7225177304964538,15.224539877300613,93.43165699548678,32.73087203842238,2.309172612969811,0.0005332278156489938,191.2988905000093,-6111.0,3371.0,9482.0,507.0,-543.5614164696611,464.2686671087833,-537.0,333.41397096687933,-0.3311059287835472,10.022906949374761,336773.96474433155,0.0
44,231,128,512,4,8,32,1269,649728,-2,1,7147008,455136,2.8020094562647753,0.7005023640661938,15.703016241299304,93.63179669030733,33.588381047295265,2.092092813471714,0.0004376852340180061,195.42137020002338,-2638.0,1877.0,4515.0,477.0,-506.20412234042556,371.3369077925947,-499.0,290.27948421212284,-0.11120134496729625,3.5960189274159564,2739.0198760453227,0.0
45,232,128,512,4,8,32,1269,649728,-2,1,7147008,418176,2.574468085106383,0.6436170212765957,17.09090909090909,94.14893617021276,35.23811354429448,1.7301920923254024,0.00029935646763453355,193.87886120002622,-2507.0,1468.0,3975.0,435.0,-484.4506008668243,329.88257912103444,-487.0,260.621357156562,-0.004500619450500924,3.3513920358969043,836.2363829897716,2.591651792183934e-182
46,233,128,512,4,8,32,1269,649728,-2,3,7147008,567264,3.4923167848699763,0.8730791962174941,12.599086139786767,92.06291639802278,31.480204662595547,2.6667958269989307,0.0007111799982898995,194.77770800003054,-5763.0,5851.0,11614.0,804.0,-491.8844562647754,711.3257382341383,-481.0,522.0553031276293,0.04963977770817463,6.92702824384371,104439.76432261693,0.0
47,234,128,512,4,8,32,1269,649728,-3,2,7147008,494496,3.0443262411347516,0.7610815602836879,14.453115899825276,93.08107672469374,31.389540199946968,2.6947779805206515,0.0007261828364299007,196.05114760003198,-8754.0,6627.0,15381.0,555.0,-514.4602048857369,610.5023969761157,-506.0,391.3285384360152,-0.5473807512532566,19.884695023873533,1937620.390095321,0.0
